Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Comoros,COM,43.4419512195,43.8381463415,44.2339756098,44.6288780488,45.0247073171,45.4262926829,45.843902439,46.2819512195,46.7409756098,47.2185365854,47.7073170732,48.196097561,48.6736585366,49.1326829268,49.5707317073,49.9868292683,50.3863414634,50.7775609756,51.1668292683,51.5580487805,51.9551707317,52.3626585366,52.7775853659,53.196,53.6109268293,54.014902439,54.396,54.7462439024,55.0631463415,55.346195122,55.5994146341,55.8292439024,56.0481219512,56.2645365854,56.4844390244,56.709804878,56.9421463415,57.1764634146,57.4112926829,57.645097561,57.8764390244,58.099804878,58.3172195122,58.5316585366,58.7480731707,58.9784146341,59.2370731707,59.53,59.8611707317,60.2290731707
"Congo, Dem. Rep.",COD,41.0180487805,41.2335365854,41.4515121951,41.678,41.918,42.1804878049,42.4744878049,42.7969756098,43.1419512195,43.4999268293,43.856902439,44.1933902439,44.4953902439,44.753902439,44.9674390244,45.1399756098,45.2845121951,45.4160731707,45.5481219512,45.6846585366,45.8246829268,45.963195122,46.090195122,46.2006829268,46.2936585366,46.3786585366,46.4681707317,46.5677073171,46.6737804878,46.775902439,46.8400731707,46.8238292683,46.7076341463,46.4925121951,46.199902439,45.878804878,45.5966829268,45.4100243902,45.3557804878,45.4424146341,45.651902439,45.942195122,46.253804878,46.5412439024,46.7870243902,46.9916829268,47.1687560976,47.3492926829,47.5573414634,47.7969268293
"Congo, Rep.",COG,48.5835609756,49.2295121951,49.8399756098,50.4104390244,50.9404390244,51.4295121951,51.8817317073,52.3031463415,52.7002682927,53.0775853659,53.4365853659,53.7786829268,54.1023414634,54.409,54.700097561,54.9791707317,55.249195122,55.5117073171,55.7642439024,56.0052926829,56.2368292683,56.4593414634,56.6682926829,56.8532195122,57.0031219512,57.0941219512,57.1017560976,57.015097561,56.8356829268,56.5735121951,56.2465609756,55.8807804878,55.5086097561,55.1599268293,54.8562195122,54.6093902439,54.4214634146,54.2834146341,54.1882439024,54.140902439,54.1458536585,54.2130487805,54.3414878049,54.5296585366,54.7726097561,55.0648536585,55.4014390244,55.7704146341,56.1593414634,56.5587560976
Costa Rica,CRI,61.6029512195,62.1742926829,62.7389512195,63.292902439,63.8366585366,64.3662195122,64.8801463415,65.3809512195,65.8722439024,66.3585609756,66.8489756098,67.3510243902,67.8722195122,68.414097561,68.9766585366,69.5594146341,70.1623658537,70.7754634146,71.3866829268,71.9839756098,72.5508292683,73.0736829268,73.5440487805,73.9583902439,74.3177073171,74.624,74.8857804878,75.1170487805,75.3323414634,75.5396585366,75.747,75.9568536585,76.1692195122,76.3815853659,76.5954390244,76.808804878,77.0216585366,77.2295121951,77.4303658537,77.6227317073,77.8040731707,77.9749268293,78.1347560976,78.2855853659,78.4284146341,78.5642439024,78.6950731707,78.8214146341,78.9462682927,79.0691707317
Cote d'Ivoire,CIV,40.424195122,40.5932926829,40.7545365854,40.9189268293,41.1034146341,41.3368292683,41.6504878049,42.0622439024,42.5785365854,43.1974146341,43.9085365854,44.6926097561,45.5173902439,46.3500487805,47.1681219512,47.9595609756,48.7207560976,49.4540243902,50.1547073171,50.8107804878,51.4042439024,51.9206585366,52.352097561,52.6931707317,52.9404146341,53.0898536585,53.1439756098,53.1137804878,53.0142439024,52.8558536585,52.6441463415,52.3796341463,52.0708292683,51.732195122,51.3852195122,51.0513658537,50.7471219512,50.4899268293,50.2942195122,50.178902439,50.1608780488,50.2505609756,50.4438780488,50.7328292683,51.1113902439,51.5755609756,52.1183658537,52.7258780488,53.3777073171,54.055902439
Croatia,HRV,65.9691219512,66.4139512195,66.8070487805,67.1524146341,67.4566097561,67.7277073171,67.9763170732,68.21,68.4373658537,68.6644634146,68.8978536585,69.1415853659,69.3906341463,69.6368780488,69.8752195122,70.0019512195,70.4553658537,70.7443902439,70.5387804878,70.4273170732,70.1753658537,70.3443902439,70.4826829268,70.2748780488,70.2185365854,70.886097561,71.4190243902,71.4702439024,71.4882926829,71.8446341463,72.1704878049,72.1853658537,71.2414634146,71.5224390244,71.8034146341,72.0843902439,72.3653658537,72.4951219512,72.3170731707,72.6419512195,72.807804878,74.5129268293,74.7173170732,74.613902439,75.5202439024,75.2446341463,75.8368292683,75.7056097561,75.912195122,76.1682926829
Cuba,CUB,63.6626585366,64.2764390244,64.9006829268,65.535902439,66.1755853659,66.8127317073,67.4373658537,68.0409756098,68.6170487805,69.1616097561,69.6756341463,70.1656341463,70.636097561,71.0925365854,71.5319756098,71.9519268293,72.3454878049,72.7066341463,73.0308536585,73.3161219512,73.5623414634,73.767902439,73.9392195122,74.0802682927,74.1970731707,74.2882195122,74.3513414634,74.3905609756,74.4129512195,74.4300487805,74.459804878,74.5215853659,74.6253170732,74.776902439,74.9738536585,75.2067560976,75.4572439024,75.7064146341,75.9403414634,76.158,76.365804878,76.5796341463,76.8153414634,77.0808292683,77.374097561,77.683195122,77.993195122,78.2852439024,78.5474146341,78.7732195122
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,69.5906097561,69.9255365854,70.2499756098,70.5644390244,70.8693902439,71.1653414634,71.4527804878,71.7322439024,72.0042195122,72.2686829268,72.5266585366,72.7776341463,73.0211219512,73.2575853659,73.4875609756,73.7115365854,73.9295121951,74.142,74.349,74.5514878049,74.7484878049,74.9424878049,75.1314878049,75.3154878049,75.4959756098,75.6729512195,75.8459268293,76.0153902439,76.1818292683,76.3442682927,76.5047073171,76.6621219512,76.8160487805,76.9679756098,77.115902439,77.2623170732,77.4057560976,77.5471707317,77.686097561,77.8235121951,77.9569268293,78.0853414634,78.2092682927,78.330195122,78.450097561,78.5739512195,78.7087317073,78.857902439,79.0214634146,79.1969512195
Czech Republic,CZE,70.3487804878,70.5126829268,69.7868292683,70.3043902439,70.4595121951,70.1631707317,70.3848780488,70.2641463415,69.8407317073,69.3670731707,69.4402439024,69.6770731707,70.1765853659,70.0226829268,70.0865853659,70.4146341463,70.5326829268,70.5734146341,70.643902439,70.7495121951,70.2780487805,70.722195122,70.807804878,70.5914634146,70.8375609756,71.0463414634,70.9973170732,71.4456097561,71.6414634146,71.6756097561,71.383902439,71.8982926829,72.2717073171,72.767804878,72.9726829268,73.0748780488,73.7146341463,73.8248780488,74.5146341463,74.6682926829,74.9682926829,75.1731707317,75.2219512195,75.1707317073,75.7219512195,75.9243902439,76.5243902439,76.7243902439,76.9756097561,77.0780487805
Denmark,DNK,72.1765853659,72.4382926829,72.3197560976,72.4004878049,72.4851219512,72.3707317073,72.4441463415,72.922195122,73.1214634146,73.2209756098,73.3434146341,73.4146341463,73.4390243902,73.682195122,73.8082926829,74.0751219512,73.7397560976,74.6324390244,74.3929268293,74.2192682927,74.1017073171,74.2304878049,74.5512195122,74.4204878049,74.562195122,74.4275609756,74.5797560976,74.6912195122,74.7717073171,74.7997560976,74.8053658537,75.157804878,75.1941463415,75.1168292683,75.3751219512,75.2126829268,75.5914634146,75.9451219512,76.1390243902,76.3414634146,76.5926829268,76.7926829268,76.8951219512,77.143902439,77.4926829268,77.843902439,78.0951219512,78.1951219512,78.4463414634,78.5975609756
Djibouti,DJI,38.536,39.0096829268,39.4818292683,39.954902439,40.4289268293,40.9033658537,41.3787804878,41.8531707317,42.325097561,42.7925609756,43.2540731707,43.7041463415,44.1437804878,44.5749756098,45.0016829268,45.4339268293,45.8856585366,46.3633902439,46.866097561,47.3872439024,47.9128536585,48.421902439,48.8978780488,49.3273170732,49.7062195122,50.0376097561,50.328,50.594902439,50.8533414634,51.108804878,51.3663170732,51.6243658537,51.8804146341,52.1314878049,52.3790731707,52.624195122,52.8653902439,53.1036585366,53.3435121951,53.5894146341,53.8503414634,54.1347560976,54.4471219512,54.7893902439,55.1590243902,55.5500243902,55.9528536585,56.3565365854,56.755097561,57.1450487805
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,71.4634146341,,,,,71.9634146341,,,,,73.9512195122,,,,,75.9512195122,,,,,76.5975609756,,,,,,,
Dominican Republic,DOM,51.7907560976,52.5177317073,53.2322439024,53.9332682927,54.6213170732,55.2943414634,55.9543170732,56.5992195122,57.2300487805,57.8433170732,58.4365853659,59.0063902439,59.5522682927,60.0717804878,60.5663902439,61.032097561,61.4673658537,61.8746097561,62.2597804878,62.6318292683,63.001195122,63.3813414634,63.7797317073,64.2024390244,64.6514634146,65.1303170732,65.6355365854,66.158195122,66.6848536585,67.2051463415,67.704195122,68.1671463415,68.5885365854,68.9648780488,69.2971219512,69.5917317073,69.8596097561,70.1156097561,70.3715609756,70.6308292683,70.8937073171,71.1545365854,71.4053170732,71.6406097561,71.863,72.0766829268,72.2879268293,72.5044634146,72.7289512195,72.9619756098
Ecuador,ECU,53.1200487805,53.7563658537,54.350097561,54.8917560976,55.3798292683,55.8198292683,56.2207804878,56.6017073171,56.9821219512,57.3705365854,57.7759268293,58.1997804878,58.6400731707,59.0947804878,59.5683902439,60.0643658537,60.587195122,61.1363902439,61.7104634146,62.3059512195,62.9199268293,63.5484146341,64.1849756098,64.8221463415,65.4534390244,66.0708292683,66.6697804878,67.2482195122,67.8061463415,68.3415365854,68.8568780488,69.3557317073,69.842097561,70.3200243902,70.7894878049,71.252,71.7094634146,72.1573902439,72.5912682927,73.0061463415,73.3920487805,73.7380731707,74.040804878,74.2992439024,74.5164146341,74.6992926829,74.8578292683,75.0049512195,75.1505853659,75.302195122
"Egypt, Arab Rep.",EGY,45.9335609756,46.3473658537,46.7697073171,47.2011219512,47.6440731707,48.0955609756,48.555097561,49.0196341463,49.4891463415,49.9655853659,50.4523902439,50.9545121951,51.4764146341,52.019097561,52.581097561,53.1604634146,53.7532682927,54.354097561,54.956,55.5565365854,56.150195122,56.7335121951,57.3074146341,57.8743658537,58.4373170732,59.0012195122,59.571,60.1521463415,60.7506341463,61.3685121951,62.0128292683,62.6876585366,63.3895853659,64.1127073171,64.8499756098,65.5934634146,66.3355853659,67.0653170732,67.7735853659,68.4493658537,69.0826585366,69.6674390244,70.2032439024,70.6915609756,71.1338780488,71.5286829268,71.8789756098,72.1922195122,72.4754390244,72.7341219512
El Salvador,SLV,51.2914878049,52.0206585366,52.7113170732,53.3589512195,53.959,54.5099756098,55.0123170732,55.4679756098,55.8788780488,56.2429756098,56.5555853659,56.8096341463,57.0045365854,57.1433658537,57.2321219512,57.2617317073,57.2160731707,57.1092926829,56.9737804878,56.8539756098,56.8276097561,56.9774390244,57.3509268293,57.9682926829,58.8220487805,59.887,61.1142926829,62.4146341463,63.7012682927,64.9131707317,65.9908536585,66.8924634146,67.6225121951,68.1965609756,68.6201219512,68.913804878,69.1112926829,69.2559512195,69.3890487805,69.5332439024,69.7016097561,69.8956829268,70.0988292683,70.2999756098,70.4996341463,70.698804878,70.9004878049,71.1041707317,71.3108780488,71.5206097561
Equatorial Guinea,GNQ,36.7330487805,37.0324878049,37.3319268293,37.6313414634,37.9312682927,38.2311707317,38.5315853659,38.833,39.1364390244,39.4398780488,39.7438536585,40.0468536585,40.3473658537,40.6473902439,40.946902439,41.2463658537,41.5477804878,41.853097561,42.1638292683,42.483,42.8141707317,43.1603902439,43.5227073171,43.9001707317,44.2897560976,44.6929268293,45.1081463415,45.5308292683,45.9539512195,46.3684634146,46.7654390244,47.1348536585,47.4722926829,47.7722926829,48.0313902439,48.2426097561,48.4,48.5115365854,48.587195122,48.6409512195,48.6902682927,48.7555609756,48.8517804878,48.9889268293,49.1719268293,49.4002926829,49.6655121951,49.9526341463,50.2472195122,50.5447560976
Eritrea,ERI,39.1062682927,39.5283658537,39.9479756098,40.364097561,40.7772439024,41.192902439,41.6175609756,42.0502439024,42.4864634146,42.914195122,43.317,43.6743658537,43.9723170732,44.2003414634,44.355902439,44.4299512195,44.4174634146,44.3363658537,44.2151707317,44.0823414634,43.9783658537,43.9432926829,44.0036097561,44.177902439,44.4786829268,44.9069756098,45.449804878,46.0761707317,46.7580731707,47.4790243902,48.2335365854,49.0215853659,49.8426585366,50.6922439024,51.5528780488,52.4046097561,53.227,54.0065365854,54.7357560976,55.4075853659,56.0249756098,56.5942926829,57.1324634146,57.6539268293,58.1626829268,58.6642682927,59.1577317073,59.6392195122,60.1052682927,60.5569268293
Estonia,EST,68.5777317073,68.839195122,69.0655365854,69.2643658537,69.4392195122,69.5965121951,69.739097561,69.8632682927,69.9672926829,70.048097561,70.0985609756,70.1076341463,70.0723902439,69.9939268293,69.8793170732,69.7346341463,69.5699756098,69.4014390244,69.2441707317,69.1132682927,69.0330487805,68.9780487805,69.1268292683,69.3756097561,69.2780487805,69.3804878049,70.0853658537,70.643902439,70.6975609756,70.0390243902,69.4756097561,69.3731707317,68.8634146341,67.9097560976,66.5,67.543902439,69.612195122,69.8097560976,69.3585365854,70.0634146341,70.4170731707,70.2585365854,70.9048780488,71.3170731707,71.9097560976,72.5682926829,72.6914634146,72.8146341463,73.7707317073,74.8243902439
Ethiopia,ETH,38.4057073171,39.0686341463,39.6971463415,40.2757804878,40.7955365854,41.2524390244,41.6514634146,42.0075609756,42.3342195122,42.637902439,42.9285853659,43.2147317073,43.4958536585,43.7659268293,44.0164634146,44.217,44.3290487805,44.3381463415,44.251804878,44.0935121951,43.9142439024,43.7784634146,43.7421463415,43.8422439024,44.0902682927,44.4752195122,44.9641219512,45.5015365854,46.0399512195,46.557902439,47.0453902439,47.502902439,47.9489512195,48.398,48.8530487805,49.3136341463,49.7752682927,50.2389512195,50.7086829268,51.1929268293,51.7101219512,52.2822195122,52.9186829268,53.618,54.3706585366,55.1566585366,55.9515609756,56.7239268293,57.4507804878,58.1181707317
Faeroe Islands,FRO,,,,,,,,,,,,,,74.4975609756,,,,,75.9853658537,,,,,76.2219512195,75.8780487805,75.7731707317,75.4634146341,75.6097560976,75.7634146341,75.9073170732,76.0097560976,76.4609756098,76.7195121951,76.9146341463,77.1195121951,77.4682926829,77.7609756098,77.812195122,78.1731707317,78.6219512195,78.5829268293,78.743902439,79.0975609756,79.0951219512,78.8414634146,79.1829268293,79.4829268293,79.6317073171,79.9804878049,
Fiji,FJI,55.9504146341,56.3856341463,56.8113658537,57.227097561,57.6333170732,58.0315365854,58.4217317073,58.803902439,59.1775365854,59.5436585366,59.9007560976,60.2468536585,60.5824634146,60.9075609756,61.2226341463,61.530097561,61.8309268293,62.1290487805,62.4244634146,62.7176585366,63.0091463415,63.2964634146,63.5786829268,63.8533414634,64.1199756098,64.379097561,64.6297073171,64.8732926829,65.1113414634,65.3438536585,65.5708536585,65.7933170732,66.0112439024,66.2241463415,66.4335365854,66.638902439,66.8402439024,67.0375609756,67.2308536585,67.4201219512,67.6073170732,67.792902439,67.9773658537,68.1602682927,68.3406585366,68.5152439024,68.679195122,68.8316341463,68.9715853659,69.1020243902
Finland,FIN,68.8197560976,68.8441463415,68.577804878,69.0126829268,69.2209756098,68.977804878,69.4770731707,69.6665853659,69.6163414634,69.5034146341,70.1795121951,70.0175609756,70.7073170732,71.2236585366,71.1348780488,71.6736585366,71.8129268293,72.3502439024,72.8970731707,73.1553658537,73.44,73.7465853659,74.2980487805,74.2009756098,74.5190243902,74.2229268293,74.56,74.5919512195,74.5770731707,74.792195122,74.8131707317,75.2275609756,75.4553658537,75.7051219512,76.3956097561,76.4095121951,76.6934146341,76.8785365854,77.0907317073,77.2912195122,77.4658536585,77.9658536585,78.1195121951,78.3682926829,78.7146341463,78.8170731707,79.2146341463,79.2634146341,79.5682926829,79.7195121951
France,FRA,69.8682926829,70.1170731707,70.3146341463,70.5146341463,70.6634146341,70.812195122,70.9609756098,71.1609756098,71.3097560976,71.4585365854,71.6585365854,71.9073170732,72.1073170732,72.356097561,72.6048780488,72.8536585366,73.1024390244,73.3512195122,73.6024390244,73.8512195122,74.0512195122,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.3487804878,76.6,76.8487804878,77.1,77.3,77.6487804878,77.7512195122,77.9536585366,78.3048780488,78.456097561,78.6073170732,78.9585365854,79.0585365854,79.2609756098,79.2634146341,80.1634146341,80.1146341463,80.5146341463,80.8146341463,80.8682926829,81.0682926829
French Polynesia,PYF,56.329902439,56.7528780488,57.1358292683,57.5097073171,57.8945365854,58.2984146341,58.7184634146,59.1347804878,59.5324146341,59.9102926829,60.2612926829,60.577195122,60.8628292683,61.1305853659,61.3984146341,61.7008536585,62.0785121951,62.5510487805,63.1216341463,63.7818292683,64.4997073171,65.2317804878,65.93,66.5583414634,67.1023414634,67.5615365854,67.9504634146,68.3041219512,68.6475121951,68.9900731707,69.3337804878,69.6715365854,69.9952682927,70.2994390244,70.5870243902,70.8675121951,71.1503902439,71.4447560976,71.7561219512,72.0825365854,72.4210731707,72.7642926829,73.1012195122,73.4222926829,73.7225121951,73.9987560976,74.2494146341,74.4788780488,74.691097561,74.8895853659
Gabon,GAB,39.5681707317,39.9256341463,40.370097561,40.9200731707,41.5785365854,42.3355121951,43.1694878049,44.0414634146,44.9199268293,45.7884146341,46.6358780488,47.4603658537,48.2733658537,49.0828780488,49.8903902439,50.699902439,51.5149268293,52.3379268293,53.1674146341,54.0018780488,54.8438292683,55.6982682927,56.5577073171,57.4076341463,58.229097561,58.995097561,59.6776585366,60.2577804878,60.7234878049,61.0672682927,61.2891219512,61.3965365854,61.4129756098,61.3609512195,61.2554878049,61.0976097561,60.8794390244,60.6049512195,60.2926829268,59.9720487805,59.6909512195,59.4977804878,59.423902439,59.4837560976,59.681804878,60.0055853659,60.4271707317,60.8991463415,61.3811219512,61.8491219512
"Gambia, The",GMB,33.5446341463,33.7785609756,34.0109756098,34.255902439,34.5303414634,34.868804878,35.3063170732,35.8623658537,36.5429756098,37.3421463415,38.2423658537,39.2116097561,40.2113902439,41.2051707317,42.1739512195,43.1097317073,44.0165121951,44.9092926829,45.7965853659,46.6738780488,47.5411707317,48.3959756098,49.2307804878,50.0315853659,50.7813658537,51.4521219512,52.0128292683,52.4534634146,52.7760487805,52.9915609756,53.1250487805,53.209,53.2834634146,53.3804390244,53.5204634146,53.7135365854,53.9596341463,54.2402682927,54.5374146341,54.8450731707,55.1567560976,55.4654878049,55.7687560976,56.0655609756,56.3548536585,56.6400731707,56.9266585366,57.2200487805,57.5242439024,57.8382195122
Georgia,GEO,63.4277073171,63.8277073171,64.2297073171,64.6337073171,65.0357073171,65.4297073171,65.8107073171,66.1737073171,66.5167073171,66.8397073171,67.1497073171,67.4566829268,67.7671707317,68.0801463415,68.3911219512,68.6816097561,68.9301463415,69.1222439024,69.2523658537,69.3270487805,69.3627804878,69.3865609756,69.4243658537,69.4941707317,69.5999268293,69.7340731707,69.8805121951,70.0147073171,70.1217073171,70.1985609756,70.2478780488,70.2768292683,70.3020487805,70.3386097561,70.3965121951,70.4902682927,70.6292926829,70.8139512195,71.0381219512,71.293195122,71.563097561,71.8267317073,72.0686341463,72.2758292683,72.4473414634,72.5887804878,72.7142439024,72.8413414634,72.9846341463,73.1471463415
Germany,DEU,69.6202926829,69.8263902439,70.010097561,70.1719512195,70.3119512195,70.4261463415,70.5085609756,70.5621463415,70.5928780488,70.6126585366,70.640902439,70.6964634146,70.7942682927,70.941804878,71.1411219512,71.3867804878,71.6664634146,71.961804878,72.2559268293,72.5423658537,72.8186341463,73.089195122,73.3614146341,73.6377073171,73.917,74.1917317073,74.4533170732,74.6962682927,74.9186097561,75.1228780488,75.3161219512,75.3195121951,75.8195121951,75.8707317073,76.2707317073,76.4219512195,76.6731707317,77.0731707317,77.4756097561,77.7268292683,77.9268292683,78.3292682927,78.2292682927,78.3804878049,78.6804878049,78.9317073171,79.1317073171,79.5341463415,79.7365853659,79.8365853659
Ghana,GHA,45.9767073171,46.3184390244,46.613804878,46.8717804878,47.1062682927,47.3360243902,47.5802195122,47.8522439024,48.1615121951,48.5126585366,48.9089512195,49.3447317073,49.8064146341,50.2777560976,50.747902439,51.2058536585,51.6409756098,52.05,52.4317073171,52.7855121951,53.1104390244,53.4090731707,53.6894634146,53.9646585366,54.2455365854,54.5554146341,54.9205609756,55.3458536585,55.8246829268,56.3380487805,56.8430243902,57.2862926829,57.6300487805,57.8559512195,57.9690731707,57.9929268293,57.9684878049,57.9551219512,58.0012439024,58.134804878,58.3822439024,58.7555365854,59.232195122,59.7857317073,60.3966097561,61.0383170732,61.6813658537,62.3002439024,62.8735121951,63.3881707317
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,68.7255609756,69.0507560976,69.367902439,69.6779756098,69.9830243902,70.2825609756,70.5771463415,70.8652926829,71.1465121951,71.4227560976,71.694,71.9611463415,72.2271463415,72.4914634146,72.7565609756,73.0244634146,73.2956585366,73.5717073171,73.8512195122,74.1327073171,74.4152926829,74.6970487805,74.976,75.2491707317,75.5145121951,75.7699756098,76.016,76.2514878049,76.4773658537,76.687804878,76.9390243902,77.1365853659,77.3829268293,77.3902439024,77.6390243902,77.5853658537,77.6853658537,78.1365853659,77.8390243902,77.987804878,77.887804878,78.387804878,78.6414634146,78.8414634146,79.0390243902,79.2390243902,79.4390243902,79.4390243902,79.9390243902,80.187804878
Greenland,GRL,,,,,,,,,,,,,,,,,,,63.4146341463,,,,,,,,,,,,,,65.3414634146,,,,,65.2853658537,65.3365853659,65.4390243902,65.9268292683,66.9268292683,68.8634146341,,,,,68.4390243902,68.3541463415,
Grenada,GRD,63.1079268293,63.2096341463,63.3108292683,63.4125365854,63.5132195122,63.6144146341,63.715097561,63.8157804878,63.9164390244,64.0171219512,64.117804878,64.218,64.3186829268,64.4183902439,64.5185853659,64.6137804878,64.698902439,64.7744878049,64.8455365854,64.920097561,65.0093170732,65.1253170732,65.2791707317,65.4833658537,65.7467804878,66.0871707317,66.517195122,67.0341463415,67.6214146341,68.2620731707,68.9273658537,69.583195122,70.2019268293,70.7642926829,71.2583170732,71.6853658537,72.0596829268,72.4058780488,72.7436829268,73.0774634146,73.4077073171,73.727,74.0265121951,74.2989512195,74.5443414634,74.7642682927,74.9627560976,75.1467560976,75.3217804878,75.4923414634
Guam,GUM,61.2263414634,61.7252926829,62.219195122,62.707,63.1862439024,63.6574146341,64.1190243902,64.5715853659,65.0141463415,65.4467073171,65.8673170732,66.2754878049,66.6707317073,67.0530487805,67.4224390244,67.778902439,68.1224146341,68.4544390244,68.7754878049,69.0875121951,69.3905365854,69.6865365854,69.9755365854,70.2585365854,70.5355365854,70.8075365854,71.0755365854,71.3375365854,71.5935365854,71.8435365854,72.0855365854,72.3200487805,72.5460487805,72.7625609756,72.9715609756,73.1750731707,73.3745609756,73.5725365854,73.77,73.9679512195,74.1653902439,74.360804878,74.5532195122,74.7411219512,74.9240487805,75.1039512195,75.2823902439,75.4598292683,75.637804878,75.8167804878
Guatemala,GTM,45.7452926829,46.2756585366,46.8214634146,47.3812195122,47.9553902439,48.5534878049,49.1869512195,49.8602682927,50.5709512195,51.3064878049,52.047902439,52.7732195122,53.4604878049,54.0957317073,54.6724390244,55.1896097561,55.6522439024,56.080804878,56.4922682927,56.8986585366,57.312,57.7413170732,58.1876341463,58.6529756098,59.1393658537,59.6447804878,60.165195122,60.6946097561,61.2254878049,61.7563658537,62.2866829268,62.8184634146,63.3537073171,63.8934634146,64.4368292683,64.9863902439,65.543804878,66.1061463415,66.6674146341,67.2181219512,67.7441707317,68.2289512195,68.6623170732,69.0421219512,69.367804878,69.6478536585,69.8947317073,70.1250487805,70.3523414634,70.5846341463
Guinea,GIN,32.3641219512,32.4533170732,32.534097561,32.6103902439,32.6901707317,32.7882682927,32.9195365854,33.0958780488,33.3252682927,33.6122439024,33.9579268293,34.3585121951,34.8026585366,35.2765609756,35.7712682927,36.2787317073,36.7919512195,37.3077317073,37.8224878049,38.3326585366,38.8347317073,39.3296829268,39.8195609756,40.3074146341,40.7927073171,41.2764878049,41.7607317073,42.2454634146,42.7276829268,43.2059268293,43.6706829268,44.1099512195,44.5217560976,44.9085853659,45.2789512195,45.6518536585,46.0488292683,46.4883414634,46.978902439,47.522,48.1101463415,48.7298292683,49.3570243902,49.9737317073,50.5689512195,51.1356585366,51.6733658537,52.1885609756,52.6872439024,53.1699268293
Guinea-Bissau,GNB,34.5066829268,34.7786341463,35.0500731707,35.3200243902,35.5899756098,35.8594146341,36.1298780488,36.4003414634,36.6718292683,36.942804878,37.208804878,37.4623170732,37.7023170732,37.931804878,38.156804878,38.3902926829,38.6502926829,38.9472926829,39.284804878,39.6582926829,40.0567317073,40.4640487805,40.8587560976,41.2253414634,41.5543170732,41.8407560976,42.084195122,42.2952195122,42.4848780488,42.6596829268,42.8241463415,42.9847560976,43.1449756098,43.3102439024,43.4850243902,43.6752926829,43.8855121951,44.115195122,44.3603170732,44.6193658537,44.8848780488,45.1468536585,45.398804878,45.6397804878,45.8732439024,46.1096585366,46.3619756098,46.6426829268,46.9592682927,47.3132439024
Guyana,GUY,52.7795853659,53.1506585366,53.4889512195,53.7988780488,54.0868536585,54.3697073171,54.6652195122,54.9852682927,55.3372439024,55.7216097561,56.1304878049,56.5515365854,56.9659512195,57.3602926829,57.7275609756,58.0670487805,58.3825365854,58.683804878,58.9757804878,59.257,59.5235853659,59.7682439024,59.9857560976,60.1744146341,60.3373902439,60.4773414634,60.598804878,60.7122439024,60.8275853659,60.9543414634,61.1014634146,61.2744390244,61.4771707317,61.7111219512,61.9812195122,62.2924878049,62.6478780488,63.0444390244,63.4786341463,63.9464390244,64.4482682927,64.9855609756,65.5517560976,66.1368780488,66.7268780488,67.3033170732,67.8472195122,68.3481707317,68.7992195122,69.1978780488
Haiti,HTI,42.0826829268,42.6555609756,43.2229512195,43.7843414634,44.3347804878,44.8677560976,45.3738536585,45.8480487805,46.2898536585,46.699195122,47.0819756098,47.4440731707,47.7953902439,48.1459268293,48.502195122,48.8693414634,49.252,49.6458292683,50.0499756098,50.4619512195,50.8797317073,51.2982682927,51.7144146341,52.1255609756,52.5321707317,52.9377073171,53.3497317073,53.7707560976,54.2033170732,54.6443902439,55.0904146341,55.534804878,55.9715365854,56.3900731707,56.7854146341,57.1460731707,57.4610731707,57.7314878049,57.9648780488,58.1718536585,58.3720731707,58.5897073171,58.8432926829,59.1417804878,59.4880731707,59.8734390244,60.2810731707,60.6877317073,61.0747804878,61.4346829268
Honduras,HND,46.2103170732,46.9036341463,47.5879756098,48.2558780488,48.9017804878,49.523195122,50.1205853659,50.7029512195,51.2782926829,51.855097561,52.439902439,53.0417317073,53.664097561,54.3095365854,54.9800487805,55.6771219512,56.3982682927,57.1379512195,57.8896829268,58.6494146341,59.4186829268,60.2024878049,60.9993414634,61.8017317073,62.5981463415,63.3675365854,64.0883902439,64.7471463415,65.3383170732,65.8643902439,66.3393902439,66.7858536585,67.2273414634,67.6783658537,68.1419268293,68.607,69.0545365854,69.464,69.8213658537,70.1256829268,70.3820243902,70.6009756098,70.8026097561,71.0034634146,71.2120487805,71.4388536585,71.6898292683,71.958902439,72.2409756098,72.532
