direccion_completa,lat,long,estado,horas,nombre,fecha
"Palos, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6350365","-58.3626633","corte-amplio","33","Boca","2013-12-27 20:30:32"
"Av Juan B. Justo 9336, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6339946","-58.5220156","corte-cuadra","5","Liniers","2013-12-27 20:30:32"
"Ciudad de la Paz, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5635681","-58.456852","hay-luz",\N,"Belgrano","2013-12-27 20:30:34"
"Av Angel Gallardo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6051712","-58.4384384","hay-luz",\N,"Villa Crespo","2013-12-27 20:30:35"
"Las Piedras 1236, Lanús Este, Buenos Aires, Argentina","-34.7103418","-58.3907676","hay-luz",\N,"Lanús","2013-12-27 20:30:36"
"Roberto Wernicke 1739, Villa Adelina, Buenos Aires, Argentina","-34.5096464","-58.5395172","hay-luz",\N,"San Isidro","2013-12-27 20:30:39"
"Nahuel Huapi, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.570755","-58.4879456","corte-amplio","20","Villa Urquiza","2013-12-27 20:30:41"
"Gral. Miguel Soler 1432, Ituzaingó, Buenos Aires, Argentina","-34.6461871","-58.6745348","hay-luz",\N,"Ituzaingó","2013-12-27 20:30:41"
"Cuenca 2325, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6087002","-58.4891012","hay-luz",\N,"Villa del Parque","2013-12-27 20:30:44"
"Tomás A. Le Breton 4664, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5677059","-58.4848089","hay-luz",\N,"Villa Urquiza","2013-12-27 20:30:44"
"Martínez de Hoz 7200, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6514503","-58.5268581","hay-luz",\N,"Liniers","2013-12-27 20:30:44"
"Hernán Cortes, Sarandí, Buenos Aires, Argentina","-34.6707592","-58.3459377","hay-luz",\N,"Avellaneda","2013-12-27 20:30:45"
"Desaguadero 4075, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6055956","-58.5218044","hay-luz",\N,"Villa Devoto","2013-12-27 20:30:47"
"Av Independencia 3910, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6213166","-58.4206562","corte-amplio","36","Boedo","2013-12-27 20:30:50"
"Virreyes, Buenos Aires, Argentina","-34.4626848","-58.5745615","corte-cuadra","33","San Fernando","2013-12-27 20:30:50"
"Av Juan Bautista Alberdi 1668, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6276127","-58.4522477","hay-luz",\N,"Caballito","2013-12-27 20:30:50"
"Catamarca 1500, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6275962","-58.4026143","hay-luz",\N,"San Cristóbal","2013-12-27 20:30:51"
"Adolfo P. Carranza 2349, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6041008","-58.4773595","corte-amplio","20","Villa del Parque","2013-12-27 20:30:51"
"El Rosedal, Llavallol, Buenos Aires, Argentina","-34.7920342","-58.4288178","hay-luz",\N,"Lomas de Zamora","2013-12-27 20:30:53"
"Juan Francisco Seguí 3949, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5773159","-58.4132469","corte-cuadra","12","Palermo","2013-12-27 20:30:52"
"Aguirre 617, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5966753","-58.4365237","hay-luz",\N,"Villa Crespo","2013-12-27 20:30:53"
"Pampa 4200, San Justo, Buenos Aires, Argentina","-34.6924183","-58.5566323","hay-luz",\N,"La Matanza","2013-12-27 20:30:53"
"Castro Barros 272, Banfield, Buenos Aires, Argentina","-34.7376414","-58.3909916","hay-luz",\N,"Lomas de Zamora","2013-12-27 20:30:53"
"Padilla 951, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5976027","-58.4451695","hay-luz",\N,"Villa Crespo","2013-12-27 20:30:54"
"José León Cabezón 3335, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5864661","-58.5109761","hay-luz",\N,"Villa Devoto","2013-12-27 20:30:54"
"Villa Urquiza - Buenos Aires, Argentina","-34.5733333","-58.4969444","hay-luz",\N,"Villa Urquiza","2013-12-27 20:30:55"
"Av Paraná 609, Martínez, Buenos Aires, Argentina","-34.4942515","-58.4897155","hay-luz",\N,"San Isidro","2013-12-27 20:31:00"
"Santo Tome 3051, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6058038","-58.488767","hay-luz",\N,"Villa del Parque","2013-12-27 20:31:01"
"Benito Quinquela Martín, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6431465","-58.3703995","hay-luz",\N,"Barracas","2013-12-27 20:31:02"
"Suárez, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6383896","-58.3723984","hay-luz",\N,"Barracas","2013-12-27 20:31:02"
"Juan C. Campion 1481, Aldo Bonzi, Buenos Aires, Argentina","-34.7094637","-58.5216758","hay-luz",\N,"La Matanza","2013-12-27 20:31:03"
"Av Juan Bautista Alberdi 1456, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6257477","-58.4485546","corte-cuadra","32","Caballito","2013-12-27 20:31:04"
"Moreno 3000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6140019","-58.4085752","corte-amplio","36","Balvanera","2013-12-27 20:31:04"
"9 de Julio, San Fernando, Buenos Aires, Argentina","-34.4392929","-58.5543595","hay-luz",\N,"San Fernando","2013-12-27 20:31:04"
"Av del Libertador 1080, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5864322","-58.3861715","hay-luz",\N,"Recoleta","2013-12-27 20:31:06"
"Herrera 1488, Isidro Casanova, Buenos Aires, Argentina","-34.7252851","-58.587343","hay-luz",\N,"La Matanza","2013-12-27 20:31:07"
"Buenos Aires, Argentina","-34.6037232","-58.3815931","hay-luz",\N,"San Nicolás","2013-12-27 20:31:07"
"Martín J. Haedo 1570, Vicente López, Buenos Aires, Argentina","-34.5291646","-58.4816604","hay-luz",\N,"Vicente López","2013-12-27 20:31:08"
"Sarmiento 3009, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6066594","-58.4088808","corte-amplio","36","Balvanera","2013-12-27 20:31:08"
"Guardia Vieja 3868, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6008931","-58.4187205","corte-amplio","26","Almagro","2013-12-27 20:31:09"
"Gallardo 1150, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6242875","-58.5282338","hay-luz",\N,"Villa Real","2013-12-27 20:31:11"
"Jean Jaures 285, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6069017","-58.410031","hay-luz",\N,"Balvanera","2013-12-27 20:31:12"
"Av San Pedrito 300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6344399","-58.467952","corte-amplio","20","Flores","2013-12-27 20:31:12"
"King, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6086731","-58.4270401","corte-cuadra","77","Almagro","2013-12-27 20:31:15"
"Bogotá 2400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6253154","-58.4641588","corte-amplio","4","Flores","2013-12-27 20:31:15"
"Sarachaga 5387, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6341017","-58.5014284","hay-luz",\N,"Villa Luro","2013-12-27 20:31:16"
"Burela 2167, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.579636","-58.4902627","hay-luz",\N,"Villa Urquiza","2013-12-27 20:31:16"
"Italia 2150, Gerli, Buenos Aires, Argentina","-34.683226","-58.3851416","hay-luz",\N,"Avellaneda","2013-12-27 20:31:22"
"Nogoyá 6023, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6248992","-58.5256637","hay-luz",\N,"Villa Real","2013-12-27 20:31:22"
"Juan Agustín García, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6142578","-58.4894943","hay-luz",\N,"Villa Santa Rita","2013-12-27 20:31:22"
"Avellaneda, Buenos Aires, Argentina","-34.6610756","-58.3669739","corte-amplio","15","Avellaneda","2013-12-27 20:31:25"
"Av Avellaneda 2420, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6243226","-58.4649186","corte-cuadra","24","Flores","2013-12-27 20:31:27"
"Juncal 4500, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5773744","-58.4225927","hay-luz",\N,"Palermo","2013-12-27 20:31:35"
"Zapiola 1900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5682206","-58.4614292","hay-luz",\N,"Belgrano","2013-12-27 20:31:39"
"Villa de Luján 2281, Lanús Este, Buenos Aires, Argentina","-34.719793","-58.3791443","hay-luz",\N,"Lanús","2013-12-27 20:31:39"
"Balbastro 5100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6669371","-58.4768793","corte-cuadra","96","Villa Lugano","2013-12-27 20:31:40"
"Hidalgo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.610199","-58.4411316","hay-luz",\N,"Caballito","2013-12-27 20:31:41"
"Longchamps, Buenos Aires, Argentina","-34.8610328","-58.3931191","hay-luz",\N,"Almirante Brown","2013-12-27 20:31:43"
"Estero Bellaco 7127, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6487111","-58.5261737","hay-luz",\N,"Liniers","2013-12-27 20:31:43"
"Francisco Madero 1907, Ciudadela, Buenos Aires, Argentina","-34.6209426","-58.5465391","hay-luz",\N,"Tres de Febrero","2013-12-27 20:31:45"
"Av Gral. Güemes 93, Crucesita, Buenos Aires, Argentina","-34.6694059","-58.3565097","hay-luz",\N,"Avellaneda","2013-12-27 20:31:47"
"San Nicolás 1716, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6168335","-58.4910162","corte-amplio","218","Villa Santa Rita","2013-12-27 20:31:48"
"Pinzón 1700, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6372532","-58.3748496","hay-luz",\N,"Barracas","2013-12-27 20:31:48"
"Marqués de Avilés, Hurlingham, Buenos Aires, Argentina","-34.587019","-58.6506863","hay-luz",\N,"Hurlingham","2013-12-27 20:31:51"
"José Barros Pazos 6394, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6850666","-58.4768727","hay-luz",\N,"Villa Riachuelo","2013-12-27 20:31:51"
"Independencia 350, Sarandí, Buenos Aires, Argentina","-34.6798526","-58.3511849","hay-luz",\N,"Avellaneda","2013-12-27 20:31:52"
"Av Lacarra 1534, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6485122","-58.4707917","corte-amplio","48","Parque Avellaneda","2013-12-27 20:31:54"
"Membrillar 100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6296104","-58.4606505","hay-luz",\N,"Flores","2013-12-27 20:31:57"
"Valentín Alsina, Buenos Aires, Argentina","-34.6728439","-58.4094009","hay-luz",\N,"Lanús","2013-12-27 20:31:57"
"Scalabrini Ortiz, Caseros, Buenos Aires, Argentina","-34.6091309","-58.5839272","hay-luz",\N,"Tres de Febrero","2013-12-27 20:31:57"
"Av Agustín Debenedetti 2100, Dock Sud, Buenos Aires, Argentina","-34.6589549","-58.3438329","hay-luz",\N,"Avellaneda","2013-12-27 20:31:58"
"Capitán Martínez 1149, José C. Paz, Buenos Aires, Argentina","-34.5129058","-58.7484384","hay-luz",\N,"José C. Paz","2013-12-27 20:32:00"
"La Plata, Buenos Aires, Argentina","-34.92125","-57.9543333","hay-luz",\N,"La Plata","2013-12-27 20:32:00"
"Av Medrano 839, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6001627","-58.4205213","corte-amplio","24","Almagro","2013-12-27 20:32:02"
"Godoy Cruz 2957, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5760634","-58.4228293","corte-cuadra","90","Palermo","2013-12-27 20:32:03"
"Remedios de Escalada de San Martín 100, Haedo, Buenos Aires, Argentina","-34.6450462","-58.5933767","hay-luz",\N,"Morón","2013-12-27 20:32:04"
"Gral. Pico, Villa Dominico, Buenos Aires, Argentina","-34.7023277","-58.341465","corte-amplio","30","Avellaneda","2013-12-27 20:32:05"
"Picheuta 1400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6353532","-58.4354551","corte-cuadra","20","Parque Chacabuco","2013-12-27 20:32:05"
"Altolaguirre 1294, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5896434","-58.4811933","hay-luz",\N,"Parque Chas","2013-12-27 20:32:06"
"Juramento 1290, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5553236","-58.4454188","hay-luz",\N,"Belgrano","2013-12-27 20:32:07"
"Manuela Pedraza 1715, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.547986","-58.4598625","hay-luz",\N,"Núñez","2013-12-27 20:32:08"
"Moreno 3059, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.613973","-58.4093494","corte-cuadra","32","Balvanera","2013-12-27 20:32:12"
"Av Independencia, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6184692","-58.3975296","hay-luz",\N,"San Cristóbal","2013-12-27 20:32:14"
"Rosario 2171, Glew, Buenos Aires, Argentina","-34.880947","-58.3980048","hay-luz",\N,"Almirante Brown","2013-12-27 20:32:15"
"Ciudad de la Paz 2200, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5617035","-58.4584995","hay-luz",\N,"Belgrano","2013-12-27 20:32:18"
"Av Congreso 2059, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5536654","-58.4590929","hay-luz",\N,"Núñez","2013-12-27 20:32:20"
"Arcos, Buenos Aires, Argentina","-34.553772","-58.4595871","hay-luz",\N,"Núñez","2013-12-27 20:32:20"
"Virgilio 1300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.626964","-58.5103217","corte-cuadra","3","Villa Luro","2013-12-27 20:32:23"
"Don Bosco 3870, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6130824","-58.4201656","hay-luz",\N,"Almagro","2013-12-27 20:32:24"
"San Telmo - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6205556","-58.3716667","corte-cuadra","54","San Telmo","2013-12-27 20:32:27"
"Av Forest 549, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5856559","-58.4535072","hay-luz",\N,"Chacarita","2013-12-27 20:32:28"
"Av Leandro N. Alem 333, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6038351","-58.369933","hay-luz",\N,"San Nicolás","2013-12-27 20:32:29"
"Aníbal Pedro Arbeletche 1027, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6454266","-58.4235637","hay-luz",\N,"Nueva Pompeya","2013-12-27 20:32:31"
"Brandsen 4740, Ciudadela, Buenos Aires, Argentina","-34.6286822","-58.5614707","hay-luz",\N,"Tres de Febrero","2013-12-27 20:32:31"
"Av Oscar Smith, Quilmes, Buenos Aires, Argentina","-34.7474136","-58.2524033","hay-luz",\N,"Quilmes","2013-12-27 20:32:32"
"Viel 629, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6245975","-58.4316991","hay-luz",\N,"Caballito","2013-12-27 20:32:32"
"Fitz Roy 2071, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5811333","-58.4328249","hay-luz",\N,"Palermo","2013-12-27 20:32:33"
"Av Olazabal 5217, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5772451","-58.487238","hay-luz",\N,"Villa Urquiza","2013-12-27 20:32:33"
"Lomas del Mirador, Buenos Aires, Argentina","-34.6663627","-58.5297986","hay-luz",\N,"La Matanza","2013-12-27 20:32:34"
"La Rioja 2280, Quilmes Oeste, Buenos Aires, Argentina","-34.7266537","-58.2901037","hay-luz",\N,"Quilmes","2013-12-27 20:32:35"
"Cervantes 1918, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6218393","-58.5092115","corte-amplio","96","Monte Castro","2013-12-27 20:32:40"
"Cnel. Olleros 943, Lomas del Mirador, Buenos Aires, Argentina","-34.6793116","-58.5375984","corte-cuadra","96","La Matanza","2013-12-27 20:32:40"
"Pola 3640, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6715393","-58.472599","hay-luz",\N,"Villa Lugano","2013-12-27 20:32:43"
"Carlos Calvo 4202, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6249554","-58.4245727","hay-luz",\N,"Boedo","2013-12-27 20:32:44"
"Calle 128, Berazategui Oeste, Buenos Aires, Argentina","-34.7754402","-58.229847","hay-luz",\N,"Berazategui","2013-12-27 20:32:44"
"Av Congreso 4700, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5673677","-58.4856486","hay-luz",\N,"Villa Urquiza","2013-12-27 20:32:47"
"Av San Martín 5467, San Francisco Solano, Buenos Aires, Argentina","-34.778694","-58.3335489","hay-luz",\N,"Almirante Brown","2013-12-27 20:32:47"
"Caaguazú 6093, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6431901","-58.5143423","hay-luz",\N,"Liniers","2013-12-27 20:32:51"
"Río Bermejo 1547, Villa Vatteone, Buenos Aires, Argentina","-34.8307794","-58.2690774","hay-luz",\N,"Florencio Varela","2013-12-27 20:32:57"
"Moliere 2665, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6176723","-58.5248349","hay-luz",\N,"Villa Real","2013-12-27 20:32:57"
"11 de Septiembre de 1888 2140, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5584452","-58.4515125","hay-luz",\N,"Belgrano","2013-12-27 20:32:58"
"Retiro - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5947222","-58.3758333","hay-luz",\N,"Retiro","2013-12-27 20:33:00"
"Cachimayo 11, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6213837","-58.4427688","hay-luz",\N,"Caballito","2013-12-27 20:33:01"
"Rodríguez Pena, San Miguel, Buenos Aires, Argentina","-34.5467033","-58.7089233","hay-luz",\N,"San Miguel","2013-12-27 20:33:04"
"Rauch 3904, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6001621","-58.4191281","corte-amplio","24","Almagro","2013-12-27 20:33:05"
"Miramar 1351, El Libertador, Buenos Aires, Argentina","-34.5566481","-58.6210078","hay-luz",\N,"Tres de Febrero","2013-12-27 20:33:05"
"Constancio Vigil, San Miguel, Buenos Aires, Argentina","-34.5591736","-58.7431297","hay-luz",\N,"San Miguel","2013-12-27 20:33:09"
"Los Plátanos, Temperley, Buenos Aires, Argentina","-34.7495613","-58.3477097","hay-luz",\N,"Lomas de Zamora","2013-12-27 20:33:11"
"Av Santa Fe 3000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5909107","-58.4079341","hay-luz",\N,"Recoleta","2013-12-27 20:33:13"
"Av Olazabal 5371, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5784136","-58.4892529","hay-luz",\N,"Villa Urquiza","2013-12-27 20:33:18"
"Juan Manuel Blanes, Glew, Buenos Aires, Argentina","-34.8796806","-58.4012909","hay-luz",\N,"Almirante Brown","2013-12-27 20:33:20"
"Jujuy 2185, Piñeiro, Buenos Aires, Argentina","-34.6815435","-58.3876571","corte-amplio","36","Avellaneda","2013-12-27 20:33:20"
"Monteagudo, Ramos Mejía, Buenos Aires, Argentina","-34.639801","-58.5610886","hay-luz",\N,"La Matanza","2013-12-27 20:33:20"
"Paroissien 2548, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5473663","-58.4711592","hay-luz",\N,"Saavedra","2013-12-27 20:33:20"
"Rojas 61, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6197648","-58.4417557","hay-luz",\N,"Caballito","2013-12-27 20:33:21"
"Bolivia 2974, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6000072","-58.4860936","corte-cuadra","24","Villa del Parque","2013-12-27 20:33:21"
"La Boca, Ingeniero Allan, Buenos Aires, Argentina","-34.825695","-58.197445","hay-luz",\N,"Florencio Varela","2013-12-27 20:33:22"
"Av Congreso 4150, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5646132","-58.4803373","hay-luz",\N,"Villa Urquiza","2013-12-27 20:33:27"
"Jaramillo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5521049","-58.4765282","hay-luz",\N,"Saavedra","2013-12-27 20:33:27"
"Olleros 2900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5752584","-58.4467079","hay-luz",\N,"Colegiales","2013-12-27 20:33:28"
"Calle 511 1032, Ringuelet, Buenos Aires, Argentina","-34.8813447","-57.9908876","hay-luz",\N,"La Plata","2013-12-27 20:33:30"
"Paraguay 2966, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5958301","-58.4092151","corte-cuadra","8","Recoleta","2013-12-27 20:33:32"
"Fraga 199, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5867752","-58.4477847","hay-luz",\N,"Chacarita","2013-12-27 20:33:34"
"Franklin D. Roosevelt 5621, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5767652","-58.4929527","corte-cuadra","7","Villa Urquiza","2013-12-27 20:33:34"
"Juan M. Giuffra, El Palomar, Buenos Aires, Argentina","-34.6134644","-58.593338","hay-luz",\N,"Morón","2013-12-27 20:33:36"
"Av Juan B. Justo 2600, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5947485","-58.444305","hay-luz",\N,"Villa Crespo","2013-12-27 20:33:40"
"Zelada 1228, Libertad, Buenos Aires, Argentina","-34.6991355","-58.6753025","hay-luz",\N,"Merlo","2013-12-27 20:33:41"
"Pekín 4534, Isidro Casanova, Buenos Aires, Argentina","-34.7155029","-58.5710574","hay-luz",\N,"La Matanza","2013-12-27 20:33:42"
"Av Corrientes 3330, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6041319","-58.4121456","corte-amplio","22","Balvanera","2013-12-27 20:33:42"
"Blas Parera 826, Monte Chingolo, Buenos Aires, Argentina","-34.7280755","-58.3408914","hay-luz",\N,"Lanús","2013-12-27 20:33:44"
"Guaminí, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6524773","-58.5225296","hay-luz",\N,"Liniers","2013-12-27 20:33:45"
"Torcuato Di Tella, Piñeiro, Buenos Aires, Argentina","-34.6668167","-58.3967438","corte-amplio","96","Avellaneda","2013-12-27 20:33:45"
"Demaría, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5744629","-58.4217339","hay-luz",\N,"Palermo","2013-12-27 20:33:46"
"Crespo 3485, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6562486","-58.4236821","hay-luz",\N,"Nueva Pompeya","2013-12-27 20:33:50"
"Jerónimo Salguero 841, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6002763","-58.4190808","corte-amplio","72","Almagro","2013-12-27 20:33:51"
"Cnel. Manuel Dorrego 2520, Florencio Varela, Buenos Aires, Argentina","-34.8052017","-58.2942024","hay-luz",\N,"Florencio Varela","2013-12-27 20:33:54"
"Constitución 110, Bernal, Buenos Aires, Argentina","-34.7062661","-58.2843844","hay-luz",\N,"Quilmes","2013-12-27 20:33:54"
"Antonio Beruti 1571, Loma Hermosa, Buenos Aires, Argentina","-34.5651421","-58.6133617","hay-luz",\N,"Tres de Febrero","2013-12-27 20:33:55"
"Haedo, Buenos Aires, Argentina","-34.6440676","-58.5956428","hay-luz",\N,"Morón","2013-12-27 20:33:56"
"Dellepiane Oeste, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6682052","-58.4756655","hay-luz",\N,"Villa Lugano","2013-12-27 20:33:56"
"Ramos Mejía, Buenos Aires, Argentina","-34.6549073","-58.5536355","hay-luz",\N,"La Matanza","2013-12-27 20:33:59"
"Mariano Acha 1024, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5834111","-58.4720755","corte-amplio","4","Villa Ortúzar","2013-12-27 20:34:01"
"Av Cnel. Ramón L. Falcon 2395, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6300773","-58.4621547","hay-luz",\N,"Flores","2013-12-27 20:34:03"
"Manuel Biedma, Ingeniero Adolfo Sourdeaux, Buenos Aires, Argentina","-34.5035286","-58.6586456","hay-luz",\N,"Malvinas Argentinas","2013-12-27 20:34:03"
"Av Díaz Vélez, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6087151","-58.4291916","corte-cuadra","24","Almagro","2013-12-27 20:34:03"
"San José de Calasanz 633, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6264717","-58.4376641","hay-luz","32","Caballito","2013-12-27 20:34:04"
"Olleros 1821, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5653677","-58.4386717","hay-luz",\N,"Palermo","2013-12-27 20:34:05"
"Quirno 91, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6324786","-58.4706057","hay-luz",\N,"Flores","2013-12-27 20:34:06"
"Av Rivadavia 2300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6097096","-58.3990848","hay-luz",\N,"Balvanera","2013-12-27 20:34:07"
"Villa Lugano - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6833333","-58.4666667","corte-cuadra","24","Villa Lugano","2013-12-27 20:34:08"
"Gral. Hornos 550, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6340104","-58.3772649","hay-luz",\N,"Barracas","2013-12-27 20:34:09"
"San José 756, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6173274","-58.3858689","hay-luz",\N,"Monserrat","2013-12-27 20:34:10"
"Diag. 682, Villa Elvira, Buenos Aires, Argentina","-34.9295883","-57.9083291","hay-luz",\N,"La Plata","2013-12-27 20:34:11"
"Florencio Varela, Buenos Aires, Argentina","-34.7965806","-58.276012","hay-luz",\N,"Florencio Varela","2013-12-27 20:34:11"
"Granaderos, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6229858","-58.4612084","corte-cuadra","10","Flores","2013-12-27 20:34:15"
"Neuquén 1843, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6160187","-58.4590622","hay-luz",\N,"Flores","2013-12-27 20:34:20"
"Juan León Palliere, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6497654","-58.4877582","hay-luz",\N,"Parque Avellaneda","2013-12-27 20:34:22"
"Franklin 1841, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6153189","-58.4607988","hay-luz",\N,"Flores","2013-12-27 20:34:25"
"Méndez de Andes, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.617115","-58.4525871","hay-luz",\N,"Caballito","2013-12-27 20:34:28"
"San Isidro, Temperley, Buenos Aires, Argentina","-34.7854805","-58.4140473","hay-luz",\N,"Lomas de Zamora","2013-12-27 20:34:30"
